,tweet_id,expanded_urls,new_source,timestamp,text,new_rating_numerator,new_rating_denominator,doggo,floofer,pupper,puppo,predict_1,confidence_1,isdog_1,predict_2,confidence_2,isdog_2,predict_3,confidence_3,isdog_3
10,890006608113172480,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",Twitter for iPhone,2017-07-26 00:31:25 +0000,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13.0,10.0,None,None,None,None,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True
11,889880896479866881,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Twitter for iPhone,2017-07-25 16:11:53 +0000,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13.0,10.0,None,None,None,None,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False
12,889665388333682689,https://twitter.com/dog_rates/status/889665388333682689/photo/1,Twitter for iPhone,2017-07-25 01:55:32 +0000,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13.0,10.0,None,None,None,puppo,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True
13,889638837579907072,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Twitter for iPhone,2017-07-25 00:10:02 +0000,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10.0,None,None,None,None,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True
14,889531135344209921,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Twitter for iPhone,2017-07-24 17:02:04 +0000,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10.0,None,None,None,puppo,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True
15,889278841981685760,https://twitter.com/dog_rates/status/889278841981685760/video/1,Twitter for iPhone,2017-07-24 00:19:32 +0000,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,None,None,None,None,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True
16,888917238123831296,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Twitter for iPhone,2017-07-23 00:22:39 +0000,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,None,None,None,None,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True
17,888804989199671297,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Twitter for iPhone,2017-07-22 16:56:37 +0000,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,None,None,None,None,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
18,888554962724278272,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Twitter for iPhone,2017-07-22 00:23:06 +0000,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,None,None,None,None,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True
19,888078434458587136,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Twitter for iPhone,2017-07-20 16:49:33 +0000,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,None,None,None,None,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True
20,887705289381826560,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Twitter for iPhone,2017-07-19 16:06:48 +0000,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,None,None,None,None,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
21,887517139158093824,https://twitter.com/dog_rates/status/887517139158093824/video/1,Twitter for iPhone,2017-07-19 03:39:09 +0000,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,None,None,None,None,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False
22,887473957103951883,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Twitter for iPhone,2017-07-19 00:47:34 +0000,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,None,None,None,None,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True
23,887343217045368832,https://twitter.com/dog_rates/status/887343217045368832/video/1,Twitter for iPhone,2017-07-18 16:08:03 +0000,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,None,None,None,None,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True
24,887101392804085760,https://twitter.com/dog_rates/status/887101392804085760/photo/1,Twitter for iPhone,2017-07-18 00:07:08 +0000,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,None,None,None,None,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True
25,886983233522544640,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Twitter for iPhone,2017-07-17 16:17:36 +0000,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,None,None,None,None,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False
26,886736880519319552,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Twitter for iPhone,2017-07-16 23:58:41 +0000,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,None,None,None,None,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True
27,886680336477933568,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Twitter for iPhone,2017-07-16 20:14:00 +0000,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,None,None,None,None,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False
28,886366144734445568,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Twitter for iPhone,2017-07-15 23:25:31 +0000,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,None,None,pupper,None,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
29,886258384151887873,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Twitter for iPhone,2017-07-15 16:17:19 +0000,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,None,None,None,None,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False
30,885984800019947520,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Twitter for iPhone,2017-07-14 22:10:11 +0000,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,None,None,None,None,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
31,885528943205470208,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Twitter for iPhone,2017-07-13 15:58:47 +0000,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,None,None,None,None,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True
33,885167619883638784,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",Twitter for iPhone,2017-07-12 16:03:00 +0000,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,None,None,None,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
34,884925521741709313,https://twitter.com/dog_rates/status/884925521741709313/photo/1,Twitter for iPhone,2017-07-12 00:01:00 +0000,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,None,None,None,None,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
35,884876753390489601,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Twitter for iPhone,2017-07-11 20:47:12 +0000,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,None,None,None,None,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
36,884562892145688576,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Twitter for iPhone,2017-07-11 00:00:02 +0000,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,None,None,None,None,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
37,884441805382717440,https://twitter.com/dog_rates/status/884441805382717440/photo/1,Twitter for iPhone,2017-07-10 15:58:53 +0000,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,None,None,None,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
38,884162670584377345,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Twitter for iPhone,2017-07-09 21:29:42 +0000,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,doggo,None,None,None,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
39,883838122936631299,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Twitter for iPhone,2017-07-09 00:00:04 +0000,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,None,None,None,None,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
40,883482846933004288,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Twitter for iPhone,2017-07-08 00:28:19 +0000,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,None,None,None,None,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True
41,883360690899218434,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Twitter for iPhone,2017-07-07 16:22:55 +0000,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,None,floofer,None,None,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
42,883117836046086144,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",Twitter for iPhone,2017-07-07 00:17:54 +0000,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,None,None,None,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True
43,882992080364220416,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Twitter for iPhone,2017-07-06 15:58:11 +0000,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,None,None,None,None,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False
44,882762694511734784,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Twitter for iPhone,2017-07-06 00:46:41 +0000,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,None,None,pupper,None,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True
45,882627270321602560,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Twitter for iPhone,2017-07-05 15:48:34 +0000,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,None,None,None,None,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
46,882268110199369728,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Twitter for iPhone,2017-07-04 16:01:23 +0000,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,None,None,None,None,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True
47,882045870035918850,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Twitter for iPhone,2017-07-04 01:18:17 +0000,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,None,None,None,None,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True
48,881906580714921986,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Twitter for iPhone,2017-07-03 16:04:48 +0000,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,None,None,None,None,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False
49,881666595344535552,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Twitter for iPhone,2017-07-03 00:11:11 +0000,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,None,None,None,None,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True
50,881536004380872706,https://twitter.com/dog_rates/status/881536004380872706/video/1,Twitter for iPhone,2017-07-02 15:32:16 +0000,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,None,None,pupper,None,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False
51,881268444196462592,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Twitter for iPhone,2017-07-01 21:49:04 +0000,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,None,None,None,None,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False
52,880935762899988482,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Twitter for iPhone,2017-06-30 23:47:07 +0000,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,None,None,None,None,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False
53,880872448815771648,https://twitter.com/dog_rates/status/880872448815771648/photo/1,Twitter for iPhone,2017-06-30 19:35:32 +0000,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,None,None,None,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
54,880465832366813184,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Twitter for iPhone,2017-06-29 16:39:47 +0000,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,None,None,None,None,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True
55,880221127280381952,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Twitter for iPhone,2017-06-29 00:27:25 +0000,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,None,None,None,None,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True
56,880095782870896641,https://twitter.com/dog_rates/status/880095782870896641/photo/1,Twitter for iPhone,2017-06-28 16:09:20 +0000,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,None,None,None,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True
57,879862464715927552,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Twitter for iPhone,2017-06-28 00:42:13 +0000,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,None,None,None,None,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
58,879492040517615616,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Twitter for iPhone,2017-06-27 00:10:17 +0000,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,None,None,None,None,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False
59,879415818425184262,https://twitter.com/dog_rates/status/879415818425184262/video/1,Twitter for iPhone,2017-06-26 19:07:24 +0000,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,None,None,None,None,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
60,879376492567855104,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Twitter for iPhone,2017-06-26 16:31:08 +0000,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,None,None,None,None,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True
61,879050749262655488,https://twitter.com/dog_rates/status/879050749262655488/photo/1,Twitter for iPhone,2017-06-25 18:56:45 +0000,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,None,None,None,None,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False
62,879008229531029506,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Twitter for iPhone,2017-06-25 16:07:47 +0000,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,None,None,None,None,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True
63,878776093423087618,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Twitter for iPhone,2017-06-25 00:45:22 +0000,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,None,None,None,puppo,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True
64,878281511006478336,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Twitter for iPhone,2017-06-23 16:00:04 +0000,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,None,None,None,None,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True
65,878057613040115712,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Twitter for iPhone,2017-06-23 01:10:23 +0000,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,None,None,None,None,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True
66,877736472329191424,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",Twitter for iPhone,2017-06-22 03:54:17 +0000,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,None,None,None,None,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
68,877556246731214848,https://twitter.com/dog_rates/status/877556246731214848/photo/1,Twitter for iPhone,2017-06-21 15:58:08 +0000,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,None,None,None,None,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False
